listing_id,price,rating,listing_added,name,host_id,host_name,room_type,number_of_reviews,last_review,reviews_per_month,availability_365,number_of_stays,5_stars,latitude,longitude,borough,neighbourhood,is_rated
12252993,87.0,4.731094074690068,2018-12-18,Cozy & Chic Studio Apartment,65968828,Tracey,Entire place,87,2019-06-23,2.25,260,104.4,0.8982381396587655,40.6733,-73.91235,Brooklyn,Crown Heights,1
12254147,65.0,3.0121029268718384,2016-01-17,Spacious Room in 3 bedroom Duplex Apartment,43380926,Zineb,Private room,1,2016-07-22,0.03,0,1.2,0.6328690412893454,40.78771,-73.94197,Manhattan,East Harlem,1
12266323,225.0,3.7972605564039,2018-12-25,"The Heart Of NYC, 3min Walk To Grand Central",5004109,Michelle,Entire place,45,2019-06-30,1.16,255,54.0,0.7819443141173837,40.75001,-73.97739,Manhattan,Murray Hill,1
12274909,35.0,4.194365344895375,2018-12-07,Beautiful spacious bedroom BayRidge FEMALES only,60756664,Carol,Private room,33,2019-06-12,0.84,337,39.6,0.6712920890626708,40.63456,-74.02483000000002,Brooklyn,Bay Ridge,1
12282434,175.0,3.4897293593839818,2016-06-07,Calm and Cosy Apt Nolita LES,2672883,Natalie,Entire place,12,2016-12-11,0.32,0,14.4,0.6083511297577376,40.72231,-73.99069,Manhattan,Lower East Side,1
12283732,159.0,4.762474324005321,2018-10-23,"Spacious, Trendy, Convenient! Stay in Bushwick!",36012265,Ada,Entire place,13,2019-04-28,0.34,317,15.6,0.9399501529109732,40.70454,-73.9299,Brooklyn,Williamsburg,1
12286191,77.0,4.18429438392752,2018-11-20,Charming Exposed Brick Apartment in Manhattan,40288829,Savion,Private room,17,2019-05-26,0.46,311,20.4,0.7147730311214109,40.83294,-73.94167,Manhattan,Washington Heights,1
12292226,219.0,4.599923572019825,2018-06-28,Luxury 1BR Midtown East-Near the UN,26521212,Laura,Entire place,5,2019-01-01,0.13,0,6.0,0.6990338335689932,40.75314,-73.97367,Manhattan,Midtown,1
12304523,80.0,3.3992128699501523,2017-04-11,Cozy Boho Williamsburg Studio,5741089,Shaye,Entire place,6,2017-10-15,0.15,0,7.1999999999999975,0.707710109260836,40.71278,-73.949,Brooklyn,Williamsburg,1
12309399,70.0,4.568242910338172,2017-09-16,Big Bright room in Bushwick,4206804,Jam,Private room,2,2018-03-22,0.06,249,2.4,0.6844703364187852,40.70376,-73.92718,Brooklyn,Bushwick,1
12309858,60.0,3.420693835348131,2016-11-01,Convenient Room Near Subway and Central Park!,66383919,Fernando,Private room,40,2017-05-07,1.02,0,48.0,0.7639765567047144,40.80513,-73.95445,Manhattan,Harlem,1
12322066,75.0,4.544608193798842,2015-11-08,Room with Private Bathroom,8952737,Graham,Private room,1,2016-05-13,0.03,0,1.2,0.7733186943656347,40.67941,-73.9535,Brooklyn,Bedford-Stuyvesant,1
12335391,33.0,4.270025858862893,2018-01-18,Sexy red room with the softest bed!,49746853,Ilya,Private room,7,2018-07-24,0.2,297,8.4,0.7829106235001829,40.68042,-73.91811,Brooklyn,Bedford-Stuyvesant,1
12336668,80.0,4.639801721620199,2017-01-15,Convenient location + Rooftop Acces,4207560,Amanda,Private room,54,2017-07-21,1.37,0,64.8,0.8186794638598235,40.70928,-73.95286,Brooklyn,Williamsburg,1
12338559,73.0,3.8572506196536054,2016-03-29,In the heart of Williamsburg!,26414016,Guillermo,Private room,4,2016-10-02,0.11,0,4.8,0.6701114998875476,40.71806,-73.95775,Brooklyn,Williamsburg,1
12344456,132.0,3.0480372527388533,2018-12-22,"NEWLY RENOVATED,  studio in Park Slope",40040638,Karen,Entire place,67,2019-06-27,1.77,264,80.39999999999998,0.7667194622454634,40.67522,-73.98063,Brooklyn,Park Slope,1
12345354,60.0,4.192923171870085,2016-06-05,Tidy relaxing and sunny bedroom,921269,Fer,Private room,27,2016-12-09,0.69,0,32.4,0.6468433897814744,40.79711,-73.93647,Manhattan,East Harlem,1
12353119,359.0,3.6632247808842338,2018-12-26,3F 4bd/2bath Luxury Apt in Manhattan/NYC,26405086,Bill & May,Entire place,126,2019-07-01,3.21,318,151.2,0.7504689737905103,40.83543,-73.94456,Manhattan,Washington Heights,1
12365836,169.0,3.9095477560807126,2018-11-12,Beautiful 2 bedroom Duplex Apartment,35660592,Luis,Private room,27,2019-05-18,0.78,256,32.4,0.7552650885653841,40.73976,-73.8954,Queens,Maspeth,1
12367315,125.0,4.497321967228799,2015-12-25,Large 1 Bdrm in Clinton Hill,5960171,Jackie,Entire place,2,2016-06-29,0.05,0,2.4,0.7617324063942651,40.68809,-73.96027,Brooklyn,Clinton Hill,1
12376365,40.0,3.107979597992272,2018-08-12,SERENITY ROOM,45601111,Dlb,Private room,47,2019-02-15,1.19,173,56.4,0.7613299306403143,40.66952,-73.74624,Queens,Laurelton,1
12382140,299.0,4.629693668774365,2018-10-28,Luxury 2BR Midtown East-Near the UN,26521212,Laura,Entire place,14,2019-05-03,0.36,0,16.8,0.9248145109587824,40.75322,-73.97321,Manhattan,Midtown,1
12386579,50.0,3.5053969779665564,2018-10-22,Charming Private Library-Room,66961444,JoJo,Private room,74,2019-04-27,1.98,310,88.8,0.6260807763550088,40.87133,-73.91561999999998,Manhattan,Inwood,1
12388347,219.0,3.8001089458681774,2018-12-17,Designer 1BR in Hell's Kitchen NYC,6884235,Kyle,Entire place,100,2019-06-22,2.66,235,120.0,0.6391059805497424,40.76038,-73.98781,Manhattan,Hell's Kitchen,1
12405814,85.0,3.405385775307632,2018-01-28,Sunny + Family Friendly Artist's Apartment,1468472,Eugenia,Entire place,4,2018-08-03,0.31,0,4.8,0.7803844054620672,40.81384,-73.90514,Bronx,Longwood,1
12406906,64.0,4.7187116590861065,2016-03-06,Bright Sunny Apartment Near Subway,11554193,Rishe,Private room,7,2016-09-09,0.18,0,8.4,0.6487458459220617,40.66753,-73.95099,Brooklyn,Crown Heights,1
12408850,62.0,3.5230622593546306,2018-03-28,1 BR in 2 BR Apt (Upper East Side),67105547,Jeffrey Paul,Private room,32,2018-10-01,0.83,0,38.4,0.761016008112375,40.78898,-73.95478,Manhattan,East Harlem,1
12409217,96.0,3.314256738863264,2017-12-05,Studio Near Time Square,51501835,Jeniffer,Entire place,5,2018-06-10,0.13,246,6.0,0.7675226494806726,40.76347,-73.99296,Manhattan,Hell's Kitchen,1
12420947,95.0,4.774712841352727,2018-12-18,Williamsburg entire  apartment,3642404,Maya,Entire place,10,2019-06-23,0.37,0,12.0,0.8761818857702606,40.70965,-73.95675,Brooklyn,Williamsburg,1
12427898,199.0,3.1087634082576745,2018-12-15,NEW Modern Apartment w/ OutdoorDeck,67223979,Arkadiy,Entire place,164,2019-06-20,4.25,340,196.8,0.7601536191879303,40.66482,-73.99609,Brooklyn,Sunset Park,1
12445714,150.0,3.478987755094763,2015-11-24,Sun kissed 1br Harlem (WHOLE apt),67332509,Nkem,Entire place,3,2016-05-29,0.08,0,3.6,0.7462433387138454,40.82579000000001,-73.94324,Manhattan,Harlem,1
12454556,80.0,3.288184970499553,2015-11-26,Fun room in East Village,8671253,Atlanta,Private room,3,2016-05-31,0.08,0,3.6,0.7621692222366674,40.72414000000001,-73.9801,Manhattan,East Village,1
12464635,285.0,4.046495691993761,2017-02-28,Sunny & Stylish 2BR in Williamsburg,639785,Aunim,Entire place,17,2017-09-03,0.44,0,20.4,0.7121264127645823,40.71774,-73.95466,Brooklyn,Williamsburg,1
12468908,155.0,3.68128846606486,2018-02-08,"High-end, garden view, near Prospect Park",16437254,Benjamin,Entire place,1,2018-08-14,0.09,61,1.2,0.7790833114023771,40.67631,-73.96635,Brooklyn,Prospect Heights,1
12492594,50.0,3.2741524085209424,2018-01-16,Brooklyn bedroom near Prospect Park & subway,9361557,Joe,Private room,70,2018-07-22,1.79,0,84.0,0.7673871710257469,40.6613,-73.96193000000002,Brooklyn,Prospect-Lefferts Gardens,1
12493291,60.0,4.431131103854177,2018-09-25,Sunny room with great transit,6119244,Rachel,Private room,26,2019-03-31,0.78,307,31.2,0.6002200982736177,40.75069000000001,-73.89475999999998,Queens,Jackson Heights,1
12497438,175.0,4.883785958987038,2017-12-19,"Large, beautiful 1 bedroom downtown Manhattan",67674810,Cristina,Entire place,4,2018-06-24,0.11,0,4.8,0.6853719146336666,40.7164,-73.99743000000002,Manhattan,Chinatown,1
12502633,100.0,4.690306427203089,2019-01-01,New Apt. in Park Slope / Gowanus,379619,J. E,Entire place,378,2019-07-07,9.67,48,453.6,0.8739205693070308,40.667,-73.99233000000002,Brooklyn,Gowanus,1
12508552,85.0,4.035305367622863,2018-10-31,"Convenient Room, at the Center of Manhattan Living",7475578,MaTT,Private room,26,2019-05-06,0.67,160,31.2,0.7738012990463099,40.71941,-73.99706,Manhattan,Little Italy,1
12509350,60.0,3.1597453602070336,2015-11-03,Williamsburg/GreenPoint Room,31376006,Carlos Esteban,Private room,2,2016-05-08,0.05,0,2.4,0.6542635382912344,40.72191,-73.94405,Brooklyn,Greenpoint,1
12522024,199.0,3.4965231731573123,2016-11-23,GREAT STUDIO IN HEART OF EAST VILLAGE!,10665495,Tom,Entire place,3,2017-05-29,0.08,0,3.6,0.689355292343477,40.72626,-73.9894,Manhattan,East Village,1
12537157,50.0,3.3241852680387467,2018-12-13,CoZy RooM & Private Bathroom BK:) SUPERHOST :),3441272,Jasmin,Private room,93,2019-06-18,2.39,202,111.6,0.6198172571003121,40.69758,-73.93493000000002,Brooklyn,Bushwick,1
12587102,53.0,3.676394538508813,2017-11-15,Spacious Loft in Williamsburg,1623346,Christopher,Private room,2,2018-05-21,0.14,0,2.4,0.6821198382764931,40.71468,-73.95841,Brooklyn,Williamsburg,1
12587698,65.0,3.3386582977582684,2018-12-20,Brooklyn Beauty - Private Room,26225727,Xiomara,Private room,76,2019-06-25,1.98,23,91.2,0.7883442993070507,40.68601,-73.91167,Brooklyn,Bushwick,1
12594614,70.0,3.9988643882658135,2018-12-26,1BR Avaliable in 3Br Condo,17603414,Kaan,Private room,27,2019-07-01,0.75,156,32.4,0.6710054939733662,40.82471,-73.94332,Manhattan,Harlem,1
12601401,125.0,4.6520449366096885,2016-01-06,"Astoria living, like a true NY'er",5059784,Seth,Entire place,10,2016-07-11,0.26,0,12.0,0.8234930192454621,40.76465,-73.92625,Queens,Astoria,1
12606676,120.0,3.2090855859132743,2016-06-28,"Large, next to park, subway gardens",13822373,Brian,Private room,2,2017-01-01,0.06,0,2.4,0.7016402696379628,40.66223,-73.95955,Brooklyn,Prospect-Lefferts Gardens,1
12611122,150.0,4.829231619516138,2016-11-09,"Styled, Spacious Ft Greene Studio",6444711,Emily,Entire place,7,2017-05-15,0.19,0,8.4,0.6514798819962271,40.68672,-73.97555,Brooklyn,Fort Greene,1
12625113,45.0,3.198187781667181,2018-12-16,Rest and Relax,4057761,Natalie,Private room,49,2019-06-21,1.26,0,58.8,0.7051324454151547,40.82458,-73.95175,Manhattan,Harlem,1
12642845,150.0,4.469035544835704,2018-12-29,Newly renovated! Spacious Park Slope Apt. Quiet St,228858,Jada,Entire place,73,2019-07-04,1.89,259,87.6,0.6025316773779951,40.66271,-73.98818,Brooklyn,South Slope,1
12650991,50.0,4.698395532108746,2016-10-14,"Homey, Peaceful, and Spacious Space",709939,Vanessa,Private room,4,2017-04-19,0.11,0,4.8,0.6731141022433536,40.69527,-73.94784,Brooklyn,Bedford-Stuyvesant,1
12652939,65.0,4.310167872623593,2015-11-14,"Sunny, Friendly, Brooklyn Apartment",24944767,Andrea,Private room,3,2016-05-19,0.08,0,3.6,0.6224513576158638,40.70068,-73.91985,Brooklyn,Bushwick,1
12655523,55.0,3.291935631213121,2016-03-23,Quiet & Cozy Bushwick Bedroom,46228833,Nina,Private room,4,2016-09-26,0.11,0,4.8,0.6494290329024754,40.69617,-73.91119,Brooklyn,Bushwick,1
12656785,99.0,3.882079087639224,2017-03-06,Loft @ Williamsburg Bedford,19912320,Charles,Private room,6,2017-09-09,0.17,0,7.1999999999999975,0.7606696896246175,40.71572000000001,-73.95376,Brooklyn,Williamsburg,1
12664893,73.0,3.0734327661500185,2018-12-03,Sunny Private room Central Harlem,657869,J,Private room,69,2019-06-08,1.77,122,82.8,0.6470389108007242,40.80991,-73.94273000000003,Manhattan,Harlem,1
12665113,380.0,4.641097898314938,2018-02-13,Sunny Townhouse - Brooklyn,18753186,Florence,Entire place,9,2018-08-19,0.26,0,10.8,0.8736979510752377,40.681,-73.98881999999998,Brooklyn,Gowanus,1
12669603,75.0,3.5136282406800734,2018-12-27,Sunny Suite with Bath near Prospect Park,39185689,Cupid,Private room,12,2019-07-02,0.31,176,14.4,0.6639339850338539,40.66097,-73.95155,Brooklyn,Prospect-Lefferts Gardens,1
12674934,69.0,4.187888350831441,2015-11-25,[Midtown NYC] Private room w/ private bathroom,17016231,June,Private room,5,2016-05-30,0.13,0,6.0,0.7541704081994867,40.76358,-73.993,Manhattan,Hell's Kitchen,1
12675481,75.0,4.7160376477536365,2018-08-17,Perfect for couples visiting NYC,68250800,Anna,Private room,20,2019-02-20,0.53,128,24.0,0.8872023571505205,40.79991,-73.9363,Manhattan,East Harlem,1
12685533,76.0,3.4052001699206524,2018-12-01,Cute Room in Big Apt in Brooklyn,14933972,Javier,Private room,69,2019-06-06,1.81,11,82.8,0.6770921213126353,40.67858,-73.93713000000002,Brooklyn,Bedford-Stuyvesant,1
12686241,45.0,4.828892102704965,2018-11-11,Large Middle Bedroom & Private Backyard,30848788,Jamie,Private room,41,2019-05-17,1.06,89,49.2,0.908049596049054,40.69415,-73.9481,Brooklyn,Bedford-Stuyvesant,1
12705155,125.0,4.7900402259042005,2015-11-18,Spacious Gowanus Apt,69063239,Michael,Entire place,3,2016-05-23,0.08,0,3.6,0.6843438772812651,40.67246,-73.99164,Brooklyn,Gowanus,1
12705303,170.0,3.633791555205083,2016-03-16,SUNNY 1BR / 1B UES APT,3836868,Nina,Entire place,2,2016-09-19,0.05,0,2.4,0.7011512638447979,40.77458,-73.95116,Manhattan,Upper East Side,1
12713090,250.0,3.2365919704668378,2018-11-21,Beautiful West Village Apartment,23919461,Cesar,Entire place,30,2019-05-27,0.77,18,36.0,0.7312628033236066,40.73399000000001,-74.00549000000002,Manhattan,West Village,1
12713863,50.0,3.837415757594616,2018-01-20,Private Bedroom #2,66269338,Peggy,Private room,70,2018-07-26,1.82,345,84.0,0.6511445280472514,40.74776,-73.88826999999998,Queens,Jackson Heights,1
12720048,47.0,4.234469873289379,2018-11-06,NE..Comfortable Room All Inclusive,68787921,Hurriyet Aydın /,Private room,32,2019-05-12,0.91,258,38.4,0.7713155662298149,40.68807,-73.92348,Brooklyn,Bedford-Stuyvesant,1
12726907,57.0,4.853283330299687,2018-01-23,Sunny Williamsburg apartment,4658415,Michael,Entire place,5,2018-07-29,0.13,0,6.0,0.6500461487234148,40.71502,-73.94749,Brooklyn,Williamsburg,1
12737335,60.0,4.987485219368969,2015-11-30,Room for two in NYC!,69267322,Jacob,Private room,1,2016-06-04,0.03,0,1.2,0.7053917808250312,40.8342,-73.94303000000002,Manhattan,Washington Heights,1
12738473,115.0,3.0188891845787102,2016-02-12,Large Modern Studio Apartment UES,69276225,Amanda,Entire place,1,2016-08-17,0.03,0,1.2,0.7274207475700142,40.77873,-73.94917,Manhattan,Upper East Side,1
12740226,70.0,4.863723144809742,2017-11-22,Cozy room in heart of Williamsburg,3038856,Samir,Private room,9,2018-05-28,0.24,0,10.8,0.8438380896944024,40.71403,-73.96171,Brooklyn,Williamsburg,1
12740726,225.0,3.598950876783243,2018-05-29,Gorgeous new apartment with amazing views,11526146,Nick,Entire place,19,2018-12-02,0.85,0,22.8,0.6129567513038001,40.7119,-73.94638,Brooklyn,Williamsburg,1
12753434,175.0,4.137172937539429,2018-12-23,Entire Times Square 1BD Apartment,4549084,Judy,Entire place,59,2019-06-28,1.63,14,70.8,0.6897119840863853,40.75657,-73.9942,Manhattan,Hell's Kitchen,1
12755138,155.0,4.192772936046931,2016-02-08,DSGN  Doorman One Bedroom 5186,16098958,Jeremy & Laura,Entire place,1,2016-08-13,0.03,335,1.2,0.6029145235820736,40.70555,-74.00811999999998,Manhattan,Financial District,1
12755571,143.0,4.775564049310908,2015-11-08,Studio in the heart of Manhattan,69384130,Nina,Entire place,1,2016-05-13,0.03,0,1.2,0.7688729276867889,40.75227,-73.97351,Manhattan,Midtown,1
12763008,85.0,3.6674005382036494,2018-11-21,Spacious Master Bedroom  20 mins away from NYC,69433039,Jason,Private room,27,2019-05-27,0.71,125,32.4,0.6754585072235638,40.73852,-73.92777,Queens,Sunnyside,1
12774249,105.0,4.524828923614722,2015-11-25,Uptown Bohemian 1BR with Park View,20892338,Elisse,Entire place,3,2016-05-30,0.08,0,3.6,0.6588603674538489,40.82064,-73.94646,Manhattan,Harlem,1
12775106,120.0,4.486652761876504,2015-12-15,Apartment NYC - 10 to 20 June,1722054,Cristian,Entire place,1,2016-06-19,0.03,0,1.2,0.7095936052744465,40.74657,-73.94555,Queens,Long Island City,1
12780475,125.0,3.6625898041985887,2018-12-20,Sunny Spacious Apt in Astoria w/ back yard access,48154615,Kasey,Entire place,21,2019-06-25,0.58,345,25.2,0.7044103477884242,40.75735,-73.92134,Queens,Astoria,1
12783632,75.0,3.934442527319389,2018-11-20,NYC Mini Hotel,57230304,Imanuelly,Private room,2,2019-05-26,0.92,351,2.4,0.7566936885240378,40.74037,-73.8861,Queens,Elmhurst,1
12786165,75.0,4.5661794666007856,2018-12-18,Cozy Private room in Chelsea !,69598657,Vh,Private room,115,2019-06-23,2.99,37,138.0,0.8814224222196332,40.75094,-73.99748000000002,Manhattan,Chelsea,1
12795109,80.0,3.7036369968296734,2015-11-24,Charming Pr Room in E. Williamsburg,59375053,Jacqueline,Private room,2,2016-05-29,0.05,0,2.4,0.6035467403670103,40.70766,-73.94767,Brooklyn,Williamsburg,1
12795290,84.0,4.831783411273487,2018-12-18,Room in East Village,4929873,Larissa,Private room,163,2019-06-23,4.22,294,195.6,0.8786391358759749,40.72073,-73.97839,Manhattan,East Village,1
12797920,100.0,4.8578487376270845,2016-01-26,Large Bedroom near Subway,69715276,Yan,Private room,1,2016-07-31,0.03,0,1.2,0.6599925216908493,40.79806,-73.96167,Manhattan,Upper West Side,1
12807447,135.0,3.4902180671070995,2018-12-16,BrownBrick in Park Slope Brownstone,42413378,Hilal & Maryam,Entire place,148,2019-06-21,3.84,91,177.6,0.786305904619458,40.66548,-73.98196,Brooklyn,South Slope,1
12812544,190.0,3.5557371334090813,2017-03-31,High SkyView  W&D GYM Doorman 5180,16098958,Jeremy & Laura,Entire place,3,2017-10-04,0.08,330,3.6,0.7772968561910798,40.77725,-73.95137,Manhattan,Upper East Side,1
12814578,125.0,3.0440190826842537,2019-01-02,Colorful Brooklyn Garden Casita,40332331,Joyce,Entire place,117,2019-07-08,3.08,262,140.4,0.694302471664578,40.65827,-73.97962,Brooklyn,Windsor Terrace,1
12814685,89.0,4.643020394167441,2018-11-08,"Great location in NYC, clean, quiet and cozy",69890625,Grace,Private room,15,2019-05-14,0.43,179,18.0,0.8432586465694413,40.68389000000001,-73.96025999999998,Brooklyn,Clinton Hill,1
12829063,200.0,4.8033581503023015,2018-11-21,Large & Unique multi Rooms Loft close to all,28303435,Ohad,Entire place,43,2019-05-27,1.13,232,51.6,0.8502809121125176,40.67983,-73.96931,Brooklyn,Prospect Heights,1
12832899,187.0,4.674335289643032,2017-04-27,"East 63rd street, Studio Serviced Apartment",22541573,Ken,Entire place,2,2017-10-31,0.09,287,2.4,0.6207573698550987,40.76368,-73.96153000000002,Manhattan,Upper East Side,1
12833187,225.0,4.3369193531567305,2017-06-23,East 63rd street 1bd Serviced Apartment,22541573,Ken,Entire place,1,2017-12-27,0.05,365,1.2,0.7268371710548573,40.76297,-73.96252,Manhattan,Upper East Side,1
12834317,120.0,4.82665819186234,2015-11-04,Private 1 Bedroom Garden Level Apt,3404004,Diana,Entire place,1,2016-05-09,0.03,0,1.2,0.7603552372721097,40.69816,-73.99361,Brooklyn,Brooklyn Heights,1
12834386,73.0,4.929850029088799,2018-04-28,Awesome spacious room by the park,1216362,Camila,Private room,43,2018-11-01,1.37,188,51.6,0.8091158283953414,40.65424,-73.96008,Brooklyn,Flatbush,1
12835123,99.0,4.253896665810232,2017-10-18,1 Bedroom Located in Trendy Williamsburg,70065232,Ramon,Entire place,1,2018-04-23,0.07,0,1.2,0.6192261714777112,40.71154,-73.95795,Brooklyn,Williamsburg,1
12836932,92.0,3.738563809820152,2015-11-04,Spacious Private room near Columbia,70082670,Gina,Entire place,2,2016-05-09,0.05,0,2.4,0.7273131730192262,40.80539,-73.96409,Manhattan,Morningside Heights,1
12845862,100.0,3.0395940263654744,2016-12-24,Upper East Side Private Room and Bath: A+ location,7443904,Mohammad,Private room,8,2017-06-29,0.21,0,9.6,0.7085044606519206,40.77912,-73.95594,Manhattan,Upper East Side,1
12847720,50.0,3.153120712509112,2016-05-29,"Prime location, close to everything. Females only",10737943,David,Private room,3,2016-12-02,0.09,365,3.6,0.773281997331301,40.78528,-73.97623,Manhattan,Upper West Side,1
12854734,100.0,4.820944104011469,2018-12-18,LIVE HERE!! COZY STUDIO IN CHELSEA!,70244331,Andrey,Entire place,198,2019-06-23,5.16,269,237.6,0.8619271075518327,40.74078,-73.99923000000003,Manhattan,Chelsea,1
12855469,100.0,4.7319017332233635,2017-06-30,Gorgeous Studio in Doorman Luxury!,70251988,Brendan,Entire place,27,2018-01-03,0.78,17,32.4,0.9034238590515687,40.78147,-73.95284000000002,Manhattan,Upper East Side,1
12856529,180.0,4.773043506331733,2015-11-16,COZY APARTMENT NEXT TO CENTRAL PARK,1491770,Rene,Entire place,1,2016-05-21,0.03,0,1.2,0.644456181676818,40.76386,-73.97702,Manhattan,Midtown,1
12856720,75.0,4.3862088024879915,2018-11-29,5mn location from Manhattan midtown,33950089,Abdoulaye,Private room,36,2019-06-04,1.05,316,43.2,0.765392066334506,40.75166,-73.94028,Queens,Long Island City,1
12871039,399.0,4.220584764964216,2018-01-28,Stylish Loft in Times Square with Roof Deck,30368670,Juan,Entire place,29,2018-08-03,0.84,0,34.8,0.6169053116438202,40.76474,-73.99154,Manhattan,Hell's Kitchen,1
12871310,52.0,3.7297818852268505,2016-03-23,Charming and spacious Brooklyn apt,29959914,Peter,Private room,3,2016-09-26,0.08,0,3.6,0.7432059158912723,40.68616,-73.91543,Brooklyn,Bushwick,1
12876883,70.0,4.493237490474273,2015-12-09,Comfortable bedroom in spacious apt,11452065,Arthur,Private room,1,2016-06-13,0.03,0,1.2,0.6534326539984455,40.64052,-73.99668,Brooklyn,Borough Park,1
12881712,197.0,4.311531526357854,2018-09-25,High FL - Gym Doorman Alcove Studio 5205,16098958,Jeremy & Laura,Entire place,1,2019-03-31,0.3,325,1.2,0.6829811316598745,40.74859,-73.97243,Manhattan,Murray Hill,1
12897616,75.0,3.00805217515052,2015-12-09,Upper West Side Room,70637655,Andrea,Private room,1,2016-06-13,0.03,0,1.2,0.6113120766280241,40.80288,-73.96629,Manhattan,Upper West Side,1
12911110,90.0,4.671000606985702,2015-12-15,"Sunny studio on UWS, steps to park",5317451,Kelly,Entire place,1,2016-06-19,0.03,0,1.2,0.7869041742915621,40.78397,-73.97063,Manhattan,Upper West Side,1
12917422,59.0,4.920710683523966,2016-02-09,Cozy Room in West Harlem NYC,20220930,Oge,Private room,1,2016-08-14,0.03,0,1.2,0.6930982361666942,40.82143,-73.95651,Manhattan,Harlem,1
12945400,66.0,4.137513454571379,2016-06-29,Private Bedroom in Williamsburg,49836177,Ian,Private room,1,2017-01-02,0.03,0,1.2,0.7791800955577368,40.71264,-73.94751,Brooklyn,Williamsburg,1
12947670,87.0,4.439734263258764,2018-04-26,COZY BEAUTIFUL STUDIO /GREAT CENTRAL LOCATION,1475015,Mike,Entire place,2,2018-10-30,0.16,365,2.4,0.6071591363955863,40.74141,-73.97868000000003,Manhattan,Kips Bay,1
12949840,124.0,3.7435679770421366,2018-12-21,Remodeled Brand New Brooklyn Apartment,1386468,Jane Anne,Entire place,104,2019-06-26,2.75,237,124.8,0.7608176755524211,40.6898,-73.91774000000002,Brooklyn,Bushwick,1
12951215,239.0,3.914466926037712,2017-07-02,Sleek 1 bedroom apartment near Rockefeller Center!,30283594,Kara,Entire place,2,2018-01-05,0.1,365,2.4,0.7838023380133881,40.76222,-73.99889,Manhattan,Hell's Kitchen,1
12953862,35.0,3.305558743930834,2015-11-18,Artist Den Across from Park,15515731,Mira,Private room,1,2016-05-23,0.03,0,1.2,0.6912721498457761,40.68645,-73.93994,Brooklyn,Bedford-Stuyvesant,1
12955262,150.0,4.697982716009422,2018-12-16,2 bedroom loft-like ground floor with patio,3710740,Daniel,Entire place,49,2019-06-21,1.3,0,58.8,0.8186650168497489,40.81806,-73.95374,Manhattan,Harlem,1
12955281,115.0,4.112078790613344,2015-12-31,Comfortable 1-2 bed space close to trains,25733361,Jon,Entire place,2,2016-07-05,0.05,0,2.4,0.6540238187002475,40.70017,-73.94357,Brooklyn,Bedford-Stuyvesant,1
12955453,60.0,3.0569878622020803,2016-01-30,Private room in Upper East Side,62172448,Jon,Private room,1,2016-08-04,0.03,0,1.2,0.7116912432520416,40.76635,-73.95683000000002,Manhattan,Upper East Side,1
12962798,198.0,3.1361361655703224,2016-12-13,Bright clean apartment in East Village!,321386,Grace,Entire place,32,2017-06-18,0.84,0,38.4,0.7261529312916637,40.72859,-73.98348,Manhattan,East Village,1
12963341,150.0,3.7714811779472233,2018-04-30,PRIME EAST VILLAGE LARGE BEDROOM,4534893,Alex,Private room,5,2018-11-03,0.13,121,6.0,0.7360361047111187,40.72501,-73.98776,Manhattan,East Village,1
12965288,80.0,3.8154111540585567,2018-03-24,"COZY HOME, BEST LOCAL ACCESS!",11071244,Nick,Private room,49,2018-09-27,1.29,0,58.8,0.7448332711076786,40.76591,-73.93434,Queens,Long Island City,1
12969574,220.0,3.2509642268221235,2018-11-14,Unique artist’s loft-heart of Wburg,160139,Amy,Entire place,42,2019-05-20,1.11,318,50.4,0.6742528472306719,40.71559,-73.96385,Brooklyn,Williamsburg,1
12973819,90.0,4.555462626432785,2018-10-18,"Huge 1BR 5 min to Park, Train",71402091,Jeff,Entire place,7,2019-04-23,0.18,0,8.4,0.75127748414043,40.65421,-73.95945,Brooklyn,Flatbush,1
12973878,41.0,4.826526193013537,2015-12-31,"Nice,Safe&Quiet Great Value Room",45469626,Aleksey,Private room,2,2016-07-05,0.05,0,2.4,0.7882194674257184,40.64748,-73.99802,Brooklyn,Sunset Park,1
12983995,115.0,4.1549568411288815,2017-11-15,"Cosy, neat 1bed apt 5mins to Central Pk & Columbia",71499258,Robbie,Entire place,2,2018-05-21,0.09,4,2.4,0.6538931675764645,40.80121,-73.96276999999998,Manhattan,Upper West Side,1
12984506,67.0,4.716092464099906,2017-03-14,Artsy Home in the Heart of Bushwick,52498520,Mariella,Private room,20,2017-09-17,0.53,365,24.0,0.9254788778063736,40.68622,-73.91026,Brooklyn,Bushwick,1
12990578,100.0,4.296976689896502,2015-12-04,Cozy Room with Window View near Times Square,49447536,Wing Yan,Private room,1,2016-06-08,0.03,0,1.2,0.6773400212626701,40.75484,-73.9922,Manhattan,Hell's Kitchen,1
12990926,63.0,3.108313928121767,2016-06-29,Cozy private bedroom close to Manhattan,2736755,Marian,Private room,1,2017-01-02,0.03,0,1.2,0.7343375703094928,40.7691,-73.91994,Queens,Astoria,1
12999167,158.0,4.179026217206925,2018-12-19,Charming & Sunny Studio in the Heart of NYC,19726948,Willow,Entire place,145,2019-06-24,4.81,193,174.0,0.6862653756095862,40.72151,-73.98814,Manhattan,Lower East Side,1
